Date,Time,Instrument,StudyTimeframe,HigherTimeframeCandleOpenTime,Open,High,Low,Close,Range,Level50,Level25,FirstLevel50TouchTime,Outcome,OutcomeTime,MinutesFromLevel50ToOutcome,MaximumPriceAfterLevel50,MinimumPriceAfterLevel50,SessionTemplate,DataResolution
2026-06-24,17:00:00,NQ SEP26,15m,2026-06-24 17:00:00,30094.50,30157.75,30080.00,30095.25,77.75,30118.88,30099.44,2026-01-01 21:16:00,DOWN,2026-01-01 21:16:00,0,26068.00,26063.50,CME US Index Futures ETH,1-Minute
2026-06-24,17:00:00,NQ SEP26,15m,2026-06-24 17:00:00,30094.50,30157.75,30080.00,30095.25,77.75,30118.88,30099.44,2026-01-01 21:31:00,DOWN,2026-01-01 21:31:00,0,26081.50,26074.50,CME US Index Futures ETH,1-Minute
2026-06-24,17:00:00,NQ SEP26,15m,2026-06-24 17:00:00,30094.50,30157.75,30080.00,30095.25,77.75,30118.88,30099.44,2026-01-01 21:46:00,DOWN,2026-01-01 21:46:00,0,26081.50,26077.50,CME US Index Futures ETH,1-Minute
2026-06-24,17:00:00,NQ SEP26,15m,2026-06-24 17:00:00,30094.50,30157.75,30080.00,30095.25,77.75,30118.88,30099.44,2026-01-01 22:01:00,DOWN,2026-01-01 22:01:00,0,26099.75,26092.50,CME US Index Futures ETH,1-Minute
2026-06-24,17:00:00,NQ SEP26,15m,2026-06-24 17:00:00,30094.50,30157.75,30080.00,30095.25,77.75,30118.88,30099.44,2026-01-01 22:16:00,DOWN,2026-01-01 22:16:00,0,26095.75,26094.00,CME US Index Futures ETH,1-Minute
2026-06-24,17:00:00,NQ SEP26,15m,2026-06-24 17:00:00,30094.50,30157.75,30080.00,30095.25,77.75,30118.88,30099.44,2026-01-01 22:31:00,DOWN,2026-01-01 22:31:00,0,26098.25,26093.25,CME US Index Futures ETH,1-Minute
2026-06-24,17:00:00,NQ SEP26,15m,2026-06-24 17:00:00,30094.50,30157.75,30080.00,30095.25,77.75,30118.88,30099.44,2026-01-01 22:46:00,DOWN,2026-01-01 22:46:00,0,26113.00,26109.75,CME US Index Futures ETH,1-Minute
2026-06-24,17:00:00,NQ SEP26,15m,2026-06-24 17:00:00,30094.50,30157.75,30080.00,30095.25,77.75,30118.88,30099.44,2026-01-01 23:01:00,DOWN,2026-01-01 23:01:00,0,26117.75,26115.25,CME US Index Futures ETH,1-Minute
2026-06-24,17:00:00,NQ SEP26,15m,2026-06-24 17:00:00,30094.50,30157.75,30080.00,30095.25,77.75,30118.88,30099.44,2026-01-01 23:16:00,DOWN,2026-01-01 23:16:00,0,26122.50,26117.50,CME US Index Futures ETH,1-Minute
2026-06-24,17:00:00,NQ SEP26,15m,2026-06-24 17:00:00,30094.50,30157.75,30080.00,30095.25,77.75,30118.88,30099.44,2026-01-01 23:31:00,DOWN,2026-01-01 23:31:00,0,26121.50,26118.75,CME US Index Futures ETH,1-Minute
2026-06-24,17:00:00,NQ SEP26,15m,2026-06-24 17:00:00,30094.50,30157.75,30080.00,30095.25,77.75,30118.88,30099.44,2026-01-01 23:46:00,DOWN,2026-01-01 23:46:00,0,26123.25,26121.00,CME US Index Futures ETH,1-Minute
2026-06-24,17:00:00,NQ SEP26,15m,2026-06-24 17:00:00,30094.50,30157.75,30080.00,30095.25,77.75,30118.88,30099.44,2026-01-02 00:01:00,DOWN,2026-01-02 00:01:00,0,26117.75,26115.75,CME US Index Futures ETH,1-Minute
2026-06-24,17:00:00,NQ SEP26,15m,2026-06-24 17:00:00,30094.50,30157.75,30080.00,30095.25,77.75,30118.88,30099.44,2026-01-02 00:16:00,DOWN,2026-01-02 00:16:00,0,26117.75,26113.00,CME US Index Futures ETH,1-Minute
2026-06-24,17:00:00,NQ SEP26,15m,2026-06-24 17:00:00,30094.50,30157.75,30080.00,30095.25,77.75,30118.88,30099.44,2026-01-02 00:31:00,DOWN,2026-01-02 00:31:00,0,26123.00,26118.50,CME US Index Futures ETH,1-Minute
2026-06-24,17:00:00,NQ SEP26,15m,2026-06-24 17:00:00,30094.50,30157.75,30080.00,30095.25,77.75,30118.88,30099.44,2026-01-02 00:46:00,DOWN,2026-01-02 00:46:00,0,26115.75,26113.75,CME US Index Futures ETH,1-Minute
2026-06-24,17:00:00,NQ SEP26,15m,2026-06-24 17:00:00,30094.50,30157.75,30080.00,30095.25,77.75,30118.88,30099.44,2026-01-02 01:01:00,DOWN,2026-01-02 01:01:00,0,26130.00,26127.50,CME US Index Futures ETH,1-Minute
2026-06-24,17:00:00,NQ SEP26,15m,2026-06-24 17:00:00,30094.50,30157.75,30080.00,30095.25,77.75,30118.88,30099.44,2026-01-02 01:16:00,DOWN,2026-01-02 01:16:00,0,26133.25,26130.25,CME US Index Futures ETH,1-Minute
2026-06-24,17:00:00,NQ SEP26,15m,2026-06-24 17:00:00,30094.50,30157.75,30080.00,30095.25,77.75,30118.88,30099.44,2026-01-02 01:31:00,DOWN,2026-01-02 01:31:00,0,26131.25,26125.50,CME US Index Futures ETH,1-Minute
2026-06-24,17:00:00,NQ SEP26,15m,2026-06-24 17:00:00,30094.50,30157.75,30080.00,30095.25,77.75,30118.88,30099.44,2026-01-02 01:46:00,DOWN,2026-01-02 01:46:00,0,26139.75,26135.25,CME US Index Futures ETH,1-Minute
2026-06-24,17:00:00,NQ SEP26,15m,2026-06-24 17:00:00,30094.50,30157.75,30080.00,30095.25,77.75,30118.88,30099.44,2026-01-02 02:01:00,DOWN,2026-01-02 02:01:00,0,26132.25,26127.25,CME US Index Futures ETH,1-Minute
2026-06-24,17:00:00,NQ SEP26,15m,2026-06-24 17:00:00,30094.50,30157.75,30080.00,30095.25,77.75,30118.88,30099.44,2026-01-02 02:16:00,DOWN,2026-01-02 02:16:00,0,26124.50,26119.50,CME US Index Futures ETH,1-Minute
2026-06-24,17:00:00,NQ SEP26,15m,2026-06-24 17:00:00,30094.50,30157.75,30080.00,30095.25,77.75,30118.88,30099.44,2026-01-02 02:31:00,DOWN,2026-01-02 02:31:00,0,26129.00,26126.75,CME US Index Futures ETH,1-Minute
2026-06-24,17:00:00,NQ SEP26,15m,2026-06-24 17:00:00,30094.50,30157.75,30080.00,30095.25,77.75,30118.88,30099.44,2026-01-02 02:46:00,DOWN,2026-01-02 02:46:00,0,26131.00,26129.00,CME US Index Futures ETH,1-Minute
2026-06-24,17:00:00,NQ SEP26,15m,2026-06-24 17:00:00,30094.50,30157.75,30080.00,30095.25,77.75,30118.88,30099.44,2026-01-02 03:01:00,DOWN,2026-01-02 03:01:00,0,26143.75,26128.00,CME US Index Futures ETH,1-Minute
2026-06-24,17:00:00,NQ SEP26,15m,2026-06-24 17:00:00,30094.50,30157.75,30080.00,30095.25,77.75,30118.88,30099.44,2026-01-02 03:16:00,DOWN,2026-01-02 03:16:00,0,26183.75,26179.25,CME US Index Futures ETH,1-Minute
2026-06-24,17:00:00,NQ SEP26,15m,2026-06-24 17:00:00,30094.50,30157.75,30080.00,30095.25,77.75,30118.88,30099.44,2026-01-02 03:31:00,DOWN,2026-01-02 03:31:00,0,26178.75,26167.00,CME US Index Futures ETH,1-Minute
2026-06-24,17:00:00,NQ SEP26,15m,2026-06-24 17:00:00,30094.50,30157.75,30080.00,30095.25,77.75,30118.88,30099.44,2026-01-02 03:46:00,DOWN,2026-01-02 03:46:00,0,26186.00,26183.25,CME US Index Futures ETH,1-Minute
2026-06-24,17:00:00,NQ SEP26,15m,2026-06-24 17:00:00,30094.50,30157.75,30080.00,30095.25,77.75,30118.88,30099.44,2026-01-02 04:01:00,DOWN,2026-01-02 04:01:00,0,26204.50,26196.25,CME US Index Futures ETH,1-Minute
2026-06-24,17:00:00,NQ SEP26,15m,2026-06-24 17:00:00,30094.50,30157.75,30080.00,30095.25,77.75,30118.88,30099.44,2026-01-02 04:16:00,DOWN,2026-01-02 04:16:00,0,26227.00,26216.75,CME US Index Futures ETH,1-Minute
2026-06-24,17:00:00,NQ SEP26,15m,2026-06-24 17:00:00,30094.50,30157.75,30080.00,30095.25,77.75,30118.88,30099.44,2026-01-02 04:31:00,DOWN,2026-01-02 04:31:00,0,26225.50,26218.75,CME US Index Futures ETH,1-Minute
2026-06-24,17:00:00,NQ SEP26,15m,2026-06-24 17:00:00,30094.50,30157.75,30080.00,30095.25,77.75,30118.88,30099.44,2026-01-02 04:46:00,DOWN,2026-01-02 04:46:00,0,26223.00,26221.25,CME US Index Futures ETH,1-Minute
2026-06-24,17:00:00,NQ SEP26,15m,2026-06-24 17:00:00,30094.50,30157.75,30080.00,30095.25,77.75,30118.88,30099.44,2026-01-02 05:01:00,DOWN,2026-01-02 05:01:00,0,26228.00,26224.25,CME US Index Futures ETH,1-Minute
2026-06-24,17:00:00,NQ SEP26,15m,2026-06-24 17:00:00,30094.50,30157.75,30080.00,30095.25,77.75,30118.88,30099.44,2026-01-02 05:16:00,DOWN,2026-01-02 05:16:00,0,26222.50,26216.50,CME US Index Futures ETH,1-Minute
2026-06-24,17:00:00,NQ SEP26,15m,2026-06-24 17:00:00,30094.50,30157.75,30080.00,30095.25,77.75,30118.88,30099.44,2026-01-02 05:31:00,DOWN,2026-01-02 05:31:00,0,26209.50,26206.75,CME US Index Futures ETH,1-Minute
2026-06-24,17:00:00,NQ SEP26,15m,2026-06-24 17:00:00,30094.50,30157.75,30080.00,30095.25,77.75,30118.88,30099.44,2026-01-02 05:46:00,DOWN,2026-01-02 05:46:00,0,26220.50,26213.00,CME US Index Futures ETH,1-Minute
2026-06-24,17:00:00,NQ SEP26,15m,2026-06-24 17:00:00,30094.50,30157.75,30080.00,30095.25,77.75,30118.88,30099.44,2026-01-02 06:01:00,DOWN,2026-01-02 06:01:00,0,26225.50,26220.50,CME US Index Futures ETH,1-Minute
2026-06-24,17:00:00,NQ SEP26,15m,2026-06-24 17:00:00,30094.50,30157.75,30080.00,30095.25,77.75,30118.88,30099.44,2026-01-02 06:16:00,DOWN,2026-01-02 06:16:00,0,26227.25,26224.75,CME US Index Futures ETH,1-Minute
2026-06-24,17:00:00,NQ SEP26,15m,2026-06-24 17:00:00,30094.50,30157.75,30080.00,30095.25,77.75,30118.88,30099.44,2026-01-02 06:31:00,DOWN,2026-01-02 06:31:00,0,26212.00,26208.25,CME US Index Futures ETH,1-Minute
2026-06-24,17:00:00,NQ SEP26,15m,2026-06-24 17:00:00,30094.50,30157.75,30080.00,30095.25,77.75,30118.88,30099.44,2026-01-02 06:46:00,DOWN,2026-01-02 06:46:00,0,26218.50,26215.00,CME US Index Futures ETH,1-Minute
2026-06-24,17:00:00,NQ SEP26,15m,2026-06-24 17:00:00,30094.50,30157.75,30080.00,30095.25,77.75,30118.88,30099.44,2026-01-02 07:01:00,DOWN,2026-01-02 07:01:00,0,26218.25,26208.50,CME US Index Futures ETH,1-Minute
2026-06-24,17:00:00,NQ SEP26,15m,2026-06-24 17:00:00,30094.50,30157.75,30080.00,30095.25,77.75,30118.88,30099.44,2026-01-02 07:16:00,DOWN,2026-01-02 07:16:00,0,26192.25,26183.25,CME US Index Futures ETH,1-Minute
2026-06-24,17:00:00,NQ SEP26,15m,2026-06-24 17:00:00,30094.50,30157.75,30080.00,30095.25,77.75,30118.88,30099.44,2026-01-02 07:31:00,DOWN,2026-01-02 07:31:00,0,26191.50,26186.25,CME US Index Futures ETH,1-Minute
2026-06-24,17:00:00,NQ SEP26,15m,2026-06-24 17:00:00,30094.50,30157.75,30080.00,30095.25,77.75,30118.88,30099.44,2026-01-02 07:46:00,DOWN,2026-01-02 07:46:00,0,26196.00,26192.75,CME US Index Futures ETH,1-Minute
2026-06-24,17:00:00,NQ SEP26,15m,2026-06-24 17:00:00,30094.50,30157.75,30080.00,30095.25,77.75,30118.88,30099.44,2026-01-02 08:01:00,DOWN,2026-01-02 08:01:00,0,26196.50,26189.25,CME US Index Futures ETH,1-Minute
2026-06-24,17:00:00,NQ SEP26,15m,2026-06-24 17:00:00,30094.50,30157.75,30080.00,30095.25,77.75,30118.88,30099.44,2026-01-02 08:16:00,DOWN,2026-01-02 08:16:00,0,26194.25,26188.50,CME US Index Futures ETH,1-Minute
2026-06-24,17:00:00,NQ SEP26,15m,2026-06-24 17:00:00,30094.50,30157.75,30080.00,30095.25,77.75,30118.88,30099.44,2026-01-02 08:31:00,DOWN,2026-01-02 08:31:00,0,26190.00,26186.00,CME US Index Futures ETH,1-Minute
2026-06-24,17:00:00,NQ SEP26,15m,2026-06-24 17:00:00,30094.50,30157.75,30080.00,30095.25,77.75,30118.88,30099.44,2026-01-02 08:46:00,DOWN,2026-01-02 08:46:00,0,26188.50,26184.50,CME US Index Futures ETH,1-Minute
2026-06-24,17:00:00,NQ SEP26,15m,2026-06-24 17:00:00,30094.50,30157.75,30080.00,30095.25,77.75,30118.88,30099.44,2026-01-02 09:01:00,DOWN,2026-01-02 09:01:00,0,26188.50,26179.75,CME US Index Futures ETH,1-Minute
2026-06-24,17:00:00,NQ SEP26,15m,2026-06-24 17:00:00,30094.50,30157.75,30080.00,30095.25,77.75,30118.88,30099.44,2026-01-02 09:16:00,DOWN,2026-01-02 09:16:00,0,26168.25,26161.50,CME US Index Futures ETH,1-Minute
2026-06-24,17:00:00,NQ SEP26,15m,2026-06-24 17:00:00,30094.50,30157.75,30080.00,30095.25,77.75,30118.88,30099.44,2026-01-02 09:31:00,DOWN,2026-01-02 09:31:00,0,26219.75,26168.25,CME US Index Futures ETH,1-Minute
2026-06-24,17:00:00,NQ SEP26,15m,2026-06-24 17:00:00,30094.50,30157.75,30080.00,30095.25,77.75,30118.88,30099.44,2026-01-02 09:46:00,DOWN,2026-01-02 09:46:00,0,26201.25,26180.25,CME US Index Futures ETH,1-Minute
2026-06-24,17:00:00,NQ SEP26,15m,2026-06-24 17:00:00,30094.50,30157.75,30080.00,30095.25,77.75,30118.88,30099.44,2026-01-02 10:01:00,DOWN,2026-01-02 10:01:00,0,26258.50,26224.50,CME US Index Futures ETH,1-Minute
2026-06-24,17:00:00,NQ SEP26,15m,2026-06-24 17:00:00,30094.50,30157.75,30080.00,30095.25,77.75,30118.88,30099.44,2026-01-02 10:16:00,DOWN,2026-01-02 10:16:00,0,26095.00,26072.75,CME US Index Futures ETH,1-Minute
2026-06-24,17:00:00,NQ SEP26,15m,2026-06-24 17:00:00,30094.50,30157.75,30080.00,30095.25,77.75,30118.88,30099.44,2026-01-02 10:31:00,DOWN,2026-01-02 10:31:00,0,25981.00,25959.00,CME US Index Futures ETH,1-Minute
2026-06-24,17:00:00,NQ SEP26,15m,2026-06-24 17:00:00,30094.50,30157.75,30080.00,30095.25,77.75,30118.88,30099.44,2026-01-02 10:46:00,DOWN,2026-01-02 10:46:00,0,26084.50,26066.00,CME US Index Futures ETH,1-Minute
2026-06-24,17:00:00,NQ SEP26,15m,2026-06-24 17:00:00,30094.50,30157.75,30080.00,30095.25,77.75,30118.88,30099.44,2026-01-02 11:01:00,DOWN,2026-01-02 11:01:00,0,25870.00,25841.25,CME US Index Futures ETH,1-Minute
2026-06-24,17:00:00,NQ SEP26,15m,2026-06-24 17:00:00,30094.50,30157.75,30080.00,30095.25,77.75,30118.88,30099.44,2026-01-02 11:16:00,DOWN,2026-01-02 11:16:00,0,25896.50,25867.50,CME US Index Futures ETH,1-Minute
2026-06-24,17:00:00,NQ SEP26,15m,2026-06-24 17:00:00,30094.50,30157.75,30080.00,30095.25,77.75,30118.88,30099.44,2026-01-02 11:31:00,DOWN,2026-01-02 11:31:00,0,25876.50,25856.25,CME US Index Futures ETH,1-Minute
2026-06-24,17:00:00,NQ SEP26,15m,2026-06-24 17:00:00,30094.50,30157.75,30080.00,30095.25,77.75,30118.88,30099.44,2026-01-02 11:46:00,DOWN,2026-01-02 11:46:00,0,25864.50,25850.00,CME US Index Futures ETH,1-Minute
2026-06-24,17:00:00,NQ SEP26,15m,2026-06-24 17:00:00,30094.50,30157.75,30080.00,30095.25,77.75,30118.88,30099.44,2026-01-02 12:01:00,DOWN,2026-01-02 12:01:00,0,25839.50,25823.50,CME US Index Futures ETH,1-Minute
2026-06-24,17:00:00,NQ SEP26,15m,2026-06-24 17:00:00,30094.50,30157.75,30080.00,30095.25,77.75,30118.88,30099.44,2026-01-02 12:16:00,DOWN,2026-01-02 12:16:00,0,25890.75,25881.25,CME US Index Futures ETH,1-Minute
2026-06-24,17:00:00,NQ SEP26,15m,2026-06-24 17:00:00,30094.50,30157.75,30080.00,30095.25,77.75,30118.88,30099.44,2026-01-02 12:31:00,DOWN,2026-01-02 12:31:00,0,25891.75,25875.00,CME US Index Futures ETH,1-Minute
2026-06-24,17:00:00,NQ SEP26,15m,2026-06-24 17:00:00,30094.50,30157.75,30080.00,30095.25,77.75,30118.88,30099.44,2026-01-02 12:46:00,DOWN,2026-01-02 12:46:00,0,25875.50,25859.00,CME US Index Futures ETH,1-Minute
2026-06-24,17:00:00,NQ SEP26,15m,2026-06-24 17:00:00,30094.50,30157.75,30080.00,30095.25,77.75,30118.88,30099.44,2026-01-02 13:01:00,DOWN,2026-01-02 13:01:00,0,25828.75,25810.50,CME US Index Futures ETH,1-Minute
2026-06-24,17:00:00,NQ SEP26,15m,2026-06-24 17:00:00,30094.50,30157.75,30080.00,30095.25,77.75,30118.88,30099.44,2026-01-02 13:16:00,DOWN,2026-01-02 13:16:00,0,25807.75,25796.25,CME US Index Futures ETH,1-Minute
2026-06-24,17:00:00,NQ SEP26,15m,2026-06-24 17:00:00,30094.50,30157.75,30080.00,30095.25,77.75,30118.88,30099.44,2026-01-02 13:31:00,DOWN,2026-01-02 13:31:00,0,25826.75,25814.75,CME US Index Futures ETH,1-Minute
2026-06-24,17:00:00,NQ SEP26,15m,2026-06-24 17:00:00,30094.50,30157.75,30080.00,30095.25,77.75,30118.88,30099.44,2026-01-02 13:46:00,DOWN,2026-01-02 13:46:00,0,25842.75,25830.25,CME US Index Futures ETH,1-Minute
2026-06-24,17:00:00,NQ SEP26,15m,2026-06-24 17:00:00,30094.50,30157.75,30080.00,30095.25,77.75,30118.88,30099.44,2026-01-02 14:01:00,DOWN,2026-01-02 14:01:00,0,25804.75,25780.00,CME US Index Futures ETH,1-Minute
2026-06-24,17:00:00,NQ SEP26,15m,2026-06-24 17:00:00,30094.50,30157.75,30080.00,30095.25,77.75,30118.88,30099.44,2026-01-02 14:16:00,DOWN,2026-01-02 14:16:00,0,25886.00,25869.25,CME US Index Futures ETH,1-Minute
2026-06-24,17:00:00,NQ SEP26,15m,2026-06-24 17:00:00,30094.50,30157.75,30080.00,30095.25,77.75,30118.88,30099.44,2026-01-02 14:31:00,DOWN,2026-01-02 14:31:00,0,25921.50,25900.75,CME US Index Futures ETH,1-Minute
2026-06-24,17:00:00,NQ SEP26,15m,2026-06-24 17:00:00,30094.50,30157.75,30080.00,30095.25,77.75,30118.88,30099.44,2026-01-02 14:46:00,DOWN,2026-01-02 14:46:00,0,25935.25,25923.75,CME US Index Futures ETH,1-Minute
2026-06-24,17:00:00,NQ SEP26,15m,2026-06-24 17:00:00,30094.50,30157.75,30080.00,30095.25,77.75,30118.88,30099.44,2026-01-02 15:01:00,DOWN,2026-01-02 15:01:00,0,25898.50,25878.50,CME US Index Futures ETH,1-Minute
2026-06-24,17:00:00,NQ SEP26,15m,2026-06-24 17:00:00,30094.50,30157.75,30080.00,30095.25,77.75,30118.88,30099.44,2026-01-02 15:16:00,DOWN,2026-01-02 15:16:00,0,25915.00,25906.50,CME US Index Futures ETH,1-Minute
2026-06-24,17:00:00,NQ SEP26,15m,2026-06-24 17:00:00,30094.50,30157.75,30080.00,30095.25,77.75,30118.88,30099.44,2026-01-02 15:31:00,DOWN,2026-01-02 15:31:00,0,25931.25,25914.50,CME US Index Futures ETH,1-Minute
2026-06-24,17:00:00,NQ SEP26,15m,2026-06-24 17:00:00,30094.50,30157.75,30080.00,30095.25,77.75,30118.88,30099.44,2026-01-02 15:46:00,DOWN,2026-01-02 15:46:00,0,25892.25,25878.50,CME US Index Futures ETH,1-Minute
2026-06-24,17:00:00,NQ SEP26,15m,2026-06-24 17:00:00,30094.50,30157.75,30080.00,30095.25,77.75,30118.88,30099.44,2026-01-02 16:01:00,DOWN,2026-01-02 16:01:00,0,25904.75,25874.50,CME US Index Futures ETH,1-Minute
2026-06-24,17:00:00,NQ SEP26,15m,2026-06-24 17:00:00,30094.50,30157.75,30080.00,30095.25,77.75,30118.88,30099.44,2026-01-02 16:16:00,DOWN,2026-01-02 16:16:00,0,25889.25,25883.50,CME US Index Futures ETH,1-Minute
2026-06-24,17:00:00,NQ SEP26,15m,2026-06-24 17:00:00,30094.50,30157.75,30080.00,30095.25,77.75,30118.88,30099.44,2026-01-02 16:31:00,DOWN,2026-01-02 16:31:00,0,25887.50,25885.25,CME US Index Futures ETH,1-Minute
2026-06-24,17:00:00,NQ SEP26,15m,2026-06-24 17:00:00,30094.50,30157.75,30080.00,30095.25,77.75,30118.88,30099.44,2026-01-02 16:46:00,DOWN,2026-01-02 16:46:00,0,25890.75,25887.50,CME US Index Futures ETH,1-Minute
2026-06-24,17:00:00,NQ SEP26,15m,2026-06-24 17:00:00,30094.50,30157.75,30080.00,30095.25,77.75,30118.88,30099.44,2026-01-04 18:01:00,DOWN,2026-01-04 18:01:00,0,25935.00,25909.25,CME US Index Futures ETH,1-Minute
2026-06-24,17:00:00,NQ SEP26,15m,2026-06-24 17:00:00,30094.50,30157.75,30080.00,30095.25,77.75,30118.88,30099.44,2026-01-04 18:16:00,DOWN,2026-01-04 18:16:00,0,25929.00,25912.25,CME US Index Futures ETH,1-Minute
2026-06-24,17:00:00,NQ SEP26,15m,2026-06-24 17:00:00,30094.50,30157.75,30080.00,30095.25,77.75,30118.88,30099.44,2026-01-04 18:31:00,DOWN,2026-01-04 18:31:00,0,25950.25,25942.50,CME US Index Futures ETH,1-Minute
2026-06-24,17:00:00,NQ SEP26,15m,2026-06-24 17:00:00,30094.50,30157.75,30080.00,30095.25,77.75,30118.88,30099.44,2026-01-04 18:46:00,DOWN,2026-01-04 18:46:00,0,25925.75,25908.50,CME US Index Futures ETH,1-Minute
2026-06-24,17:00:00,NQ SEP26,15m,2026-06-24 17:00:00,30094.50,30157.75,30080.00,30095.25,77.75,30118.88,30099.44,2026-01-04 19:01:00,DOWN,2026-01-04 19:01:00,0,25959.75,25945.25,CME US Index Futures ETH,1-Minute
2026-06-24,17:00:00,NQ SEP26,15m,2026-06-24 17:00:00,30094.50,30157.75,30080.00,30095.25,77.75,30118.88,30099.44,2026-01-04 19:16:00,DOWN,2026-01-04 19:16:00,0,25955.00,25944.25,CME US Index Futures ETH,1-Minute
2026-06-24,17:00:00,NQ SEP26,15m,2026-06-24 17:00:00,30094.50,30157.75,30080.00,30095.25,77.75,30118.88,30099.44,2026-01-04 19:31:00,DOWN,2026-01-04 19:31:00,0,25962.50,25958.50,CME US Index Futures ETH,1-Minute
2026-06-24,17:00:00,NQ SEP26,15m,2026-06-24 17:00:00,30094.50,30157.75,30080.00,30095.25,77.75,30118.88,30099.44,2026-01-04 19:46:00,DOWN,2026-01-04 19:46:00,0,25956.50,25943.50,CME US Index Futures ETH,1-Minute
2026-06-24,17:00:00,NQ SEP26,15m,2026-06-24 17:00:00,30094.50,30157.75,30080.00,30095.25,77.75,30118.88,30099.44,2026-01-04 20:01:00,DOWN,2026-01-04 20:01:00,0,25964.25,25956.75,CME US Index Futures ETH,1-Minute
2026-06-24,17:00:00,NQ SEP26,15m,2026-06-24 17:00:00,30094.50,30157.75,30080.00,30095.25,77.75,30118.88,30099.44,2026-01-04 20:16:00,DOWN,2026-01-04 20:16:00,0,25955.75,25944.50,CME US Index Futures ETH,1-Minute
2026-06-24,17:00:00,NQ SEP26,15m,2026-06-24 17:00:00,30094.50,30157.75,30080.00,30095.25,77.75,30118.88,30099.44,2026-01-04 20:31:00,DOWN,2026-01-04 20:31:00,0,25961.50,25956.50,CME US Index Futures ETH,1-Minute
2026-06-24,17:00:00,NQ SEP26,15m,2026-06-24 17:00:00,30094.50,30157.75,30080.00,30095.25,77.75,30118.88,30099.44,2026-01-04 20:46:00,DOWN,2026-01-04 20:46:00,0,25969.25,25960.75,CME US Index Futures ETH,1-Minute
